ID,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1c,Q1d_1,Q1d_2,Q1d_3,Q1d_4,Q1d_5,Q1d_6,Q1d_7,Q1d_8,Q1d_9,Q1e_1,Q1e_2,Q1e_3,Q1e_4,Q1e_5,Q1e_6,Q1e_7,Q1e_8,Q2a,Q2b,Q2c,Q3a_1,Q3a_2,Q3a_3,Q3b,Q3c,Q3d,Q4a_1,Q4a_2,Q4a_3,Q4a_4,Q4a_5,Q4a_6,Q4a_7,Q4a_8,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_5,Q4b_6,Q4b_7,Q4c,Q4d,Q5a_1,Q5a_2,Q5a_3,Q5a_4,Q5a_5,Q5a_6,Q5a_7,Q5a_8,Q5a_9,Q5a_10,Q5a_11,Q5a_12,Q5a_13,Q5b,Q5c,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j
P1915,1,1,1,0,0,0,0,1,0,0,1,1,1,4,4,1,4,1,1, , , , , , , , , , , , , , , , , ,4,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1916,0,0,1,0,0,0,0,1,0,0,2,2,1,2,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2, , , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1917,0,0,0,1,0,0,0,0,0,0,1,3,1,2,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,2,1,2, ,2, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,3,3,1,1,4
P1918,0,0,0,0,1,1,1,0,0,0,3,2,3,5,2,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,1,1,3,1,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1919,0,1,0,0,0,0,0,1,0,0,5,1,2,5,2,1,5,1,1, , , , , , , , , , , , , , , , , ,5,5,2,1,2,2,1, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1920,1,0,1,0,0,0,0,1,0,0,1,1,1,4,1,1,4,1,6, , , , , , , , , , , , , , , , , ,1,2,3,1,1,2,1,1, ,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1921,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,2,6, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1922,0,0,0,1,0,0,0,1,0,0,2,3,3,2,3,2,3,2,5,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,2,3,1,1,1,1,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,2,4,2,1,3,3
P1923,0,0,0,0,0,0,0,1,0,0,5,4,2,2,3,4,3,1,1, , , , , , , , , , , , , , , , , ,2,1,2,1,2,3,3, , ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1924,0,0,0,0,1,0,0,0,0,0,4,2,1,2,3,1,1,2,1, , , , , , , , , , , , , , , , , ,3,2,1,1,2,1,1, ,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1925,0,1,0,0,0,0,0,0,0,0,5,1,5,3,3,2,5,5,1, , , , , , , , , , , , , , , , , ,5,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1926,0,0,0,0,0,0,0,0,0,1,4,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,2,2,2,0,0,0,0,0,0,1,0, , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3
P1927,1,0,1,0,1,1,0,0,0,0,3,1,1,2,3,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5,1,1,1,2,2,2, ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1928,1,0,0,0,1,0,0,0,0,0,2,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1929,1,1,0,0,1,0,0,0,0,0,2,1,1,2,2,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,1,1,1,1,2,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,3,2,3,1,3,1
P1930,1,1,1,0,0,0,0,1,0,0,1,2,1,5,2,2,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,2,1,2, ,2, ,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,2,2,2,4,3,3,3,3
P1931,0,1,1,0,1,1,1,1,0,0,3,2,2,4,2,4,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,1,2,1,1, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1932,0,0,0,0,0,1,0,1,0,0,2,2,2,2,3,2,3,2,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,3,3,2,2,1,1, ,2,2,0,0,0,0,0,0,1,0, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,4,3,1,1,3
P1933,1,1,1,1,1,0,0,1,0,0,2,2,1,2,3,2,1,2,4,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0,2,2,2,3,3,1,3,3
P1934,1,0,0,0,0,0,0,0,0,0,1,2,2,4,3,2,3,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1935,0,0,1,0,0,1,1,0,0,0,2,1,1,2,1,1,1,2,1, , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,1,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1936,1,0,1,1,1,1,0,0,0,0,3,1,2,2,4,2,3,2,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,3,1,1,1,3,1,1, ,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,4,3,3,3,3
P1937,0,0,1,0,0,1,0,0,0,0,2,2,2,2,3,2,1,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,4,1,2,2,2, , , ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,3,3,3
P1938,1,1,1,0,1,0,0,0,0,0,3,2,2,3,3,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,4,3,3,3,3
P1939,1,1,1,0,0,1,0,1,0,0,1,2,2,2,2,2,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,1,2, ,1, ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,2,2,2,4,2,1,1,1
P1940,1,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,2,2,1, , ,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1
P1941,0,1,0,0,1,0,0,1,0,0,2,2,2,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,3,1,1,1,2,2,2, ,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1942,1,1,1,0,0,0,0,0,0,0,2,2,2,3,4,2,5,2,6, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1943,1,1,0,0,0,0,0,0,0,0,3,2,2,4,4,2,4,2,1, , , , , , , , , , , , , , , , , ,2,2,1,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1944,1,1,1,0,1,1,0,1,0,0,2,3,2,4,3,2,3,2,1, , , , , , , , , , , , , , , , , ,5,5,1,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1945,0,1,0,0,0,0,0,0,0,0,4,2,2,5,4,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1946,0,1,1,0,0,0,0,1,0,0,2,2,2,5,5,2,5,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1947,1,1,1,0,0,0,0,0,0,0,2,2,1,4,4,1,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,1,2,2,2, ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1, , , , , , , , , , , , , , , , , , , , , 
P1948,0,1,0,1,1,1,0,1,0,0,3,3,2,2,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,1,3,3
P1949,0,0,0,0,1,0,0,1,0,0,2,2,2,3,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,1,1,1,2,1,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1950,0,0,0,0,1,0,0,0,0,0,2,4,3,5,2,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,2,1,1, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1951,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,4,3,3,1,2
P1952,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,1,2, ,2, ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1953,1,1,0,0,0,0,0,1,0,0,2,2,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1954,0,0,0,0,0,0,0,0,0,1,2,4,2,4,2,2,5,2,6, , , , , , , , , , , , , , , , , ,1,5,3,1,1,1,5,5,5,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1955,0,1,0,0,1,1,0,0,0,0,1,1,2,3,1,1,1,2,1, , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,4,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , 
P1956,1,1,0,0,0,1,0,0,0,0,1,1,1,4,4,1,5,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1957,0,1,0,0,0,0,0,0,0,0,3,3,3,4,4,5,4,3,1, , , , , , , , , , , , , , , , , ,5,5,3,2,2,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1958,0,0,0,0,0,1,1,1,0,0,2,1,1,2,3,2,1,3,5,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,3,2,1,1,1,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,2,4,3,3,3,1
P1959,0,0,0,0,0,0,0,0,0,1,2,2,2,4,4,2,2,2,1, , , , , , , , , , , , , , , , , ,4,4,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1960,1,1,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , ,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,2,4,3,2,3,3
P1961,1,1,1,0,0,0,0,0,0,0,3,3,3,4,4,4,4,3,1, , , , , , , , , , , , , , , , , ,4,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1962,1,1,1,0,0,1,0,0,0,0,2,2,2,3,3,2,3,2,1, , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,1, ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1963,1,0,0,0,1,0,0,0,0,0,3,2,3,2,2,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,2,2,3, , , ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1964,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1, , , , , , , , , , , , , , , , , ,5,5,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1965,0,0,0,0,0,0,0,0,0,1,3,3,5,5,3,4,4,4,1, , , , , , , , , , , , , , , , , ,4,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1966,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1967,1,1,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,5,6, , , , , , , , , , , , , , , , , ,5,5,3,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1968,0,0,0,0,1,0,0,0,0,0,2,2,2,3,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,1,2,2,2, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1969,1,1,1,0,0,1,0,0,0,0,2,1,1,3,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1970,0,1,1,0,1,0,0,0,0,0,3,2,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,2,3,1, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1971,1,1,0,1,1,0,0,1,0,0,2,2,2,2,2,2,3,1,2,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,2,1,2, ,2,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,2,4,3,3,3,3
P1972,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,2,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,5,5,3,3,1,1,1,1
P1973,1,1,1,0,1,1,1,1,0,0,2,2,1,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,1,1,2,2,1, ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1974,1,1,1,0,0,0,0,0,0,0,3,2,2,5,4,2,3,3,1, , , , , , , , , , , , , , , , , ,4,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1975,0,1,1,0,0,0,0,0,0,0,2,2,2,5,3,2,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,2,1,2,3,2, , ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1976,1,1,1,0,1,1,0,1,0,0,2,2,2,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,1,1,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,3,3,4,3,3,3,3
P1977,1,1,0,0,0,0,0,0,0,0,2,2,2,3,3,2,5,5,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,5,3,3,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1978,0,0,1,1,0,0,1,0,0,0,2,3,2,2,2,3,1,2,5,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,2,1,2, ,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3,1,2,2,2,3
P1979,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , 
P1980,0,1,0,0,1,0,0,1,0,0,3,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,4,2,1,1,1,4,4,4,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1981,0,1,0,0,0,1,0,0,0,0,2,2,2,4,4,2,4,3,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1982,0,1,1,1,1,1,0,1,0,0,2,1,2,2,4,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,4,1,3,3,3
P1983,0,0,1,0,1,0,0,1,0,0,4,2,2,2,2,3,3,2,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,3,3,2,1,1,2,1,2, ,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1984,0,1,0,0,1,1,0,1,0,0,3,2,3,4,3,2,3,2,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1,1,2,2,2, , ,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1985,1,1,0,0,0,0,0,0,0,0,2,2,2,5,5,2,5,2,1, , , , , , , , , , , , , , , , , ,3,3,3,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1986,0,0,0,0,0,0,0,0,0,1,2,2,2,5,3,2,4,5,1, , , , , , , , , , , , , , , , , ,4,5,3,2,3,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1987,1,1,1,1,1,1,0,1,0,0,2,2,1,1,2,2,2,1,5,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,3,1,2,3,1
P1988,0,1,0,0,0,1,0,1,0,0,1,1,1,2,2,1,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,2,2,1,1,1,1
P1989,1,1,1,0,0,1,0,0,0,0,2,2,1,5,3,2,5,2,1, , , , , , , , , , , , , , , , , ,3,3,1,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1990,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , , , , , , ,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1991,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,3,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,2,3,2,1,2,1
P1992,1,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,5,2,1, , , , , , , , , , , , , , , , , ,3,3,1,2,1,3, ,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1993,1,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,2,2,2,2, , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1994,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1995,1,0,0,0,1,1,1,1,0,0,1,1,2,3,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1, ,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1996,0,0,0,0,1,0,1,1,0,0,2,3,2,4,1,2,2,2,1, , , , , , , , , , , , , , , , , ,1,1,1,1,2,2,2, , ,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1997,1,1,1,0,1,1,0,0,0,0,3,3,2,5,2,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2, , , ,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,4,3,3,3,3
P1998,0,0,0,0,0,1,0,0,0,0,2,1,1,2,2,2,2,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1999,1,1,0,0,1,1,0,1,0,0,2,3,5,2,1,2,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,1,2,2,2, , ,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P2000,1,1,1,0,1,1,0,0,0,0,3,3,3,4,3,3,3,4,6, , , , , , , , , , , , , , , , , ,2,2,1,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2001,0,0,0,0,1,0,0,0,0,0,3,4,4,4,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2002,0,1,0,0,0,0,0,0,0,0,2,2,2,5,5,2,5,5,1, , , , , , , , , , , , , , , , , ,3,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2003,0,1,0,0,0,0,0,0,0,0,1,4,3,3,1,3,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,1,1, ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,2,4,1,3,2,2
P2004,0,0,0,0,0,0,0,0,0,1,2,2,2,4,4,2,4,4,1, , , , , , , , , , , , , , , , , ,3,5,2,1,2,2,2, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2005,0,1,0,0,0,1,0,0,0,0,3,2,2,2,3,1,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2006,0,1,0,0,0,0,0,0,0,0,4,2,2,4,3,2,4,2,1, , , , , , , , , , , , , , , , , ,5,5,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P2007,0,0,0,0,1,0,0,1,0,0,2,2,1,3,3,2,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,1,3,3,1, , ,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,2,1,2,2,2,3
