model,task_1Seconds,task_2Seconds,iscontrol,searchornot
GPT4o_sycophancy_both,705.596,728.003,0,0
GPT4o_sycophancy_both,1436.954,526.249,1,0
GPT4o_sycophancy_both,1431.834,656.563,0,0
GPT4o_sycophancy_both,1393.834,986.83,1,0
GPT4o_sycophancy_both,682.697,380.177,1,0
GPT4o_sycophancy_both,2514.474,1187.934,0,0
GPT4o_sycophancy_both,2639.052,772.366,0,0
GPT4o_sycophancy_both,3114.376,1122.982,0,0
GPT4o_sycophancy_both,698.845,46.122,0,0
GPT4o_sycophancy_both,1543.313,1143.653,1,0
GPT4o_sycophancy_both,1692.779,2502.65,0,0
GPT4o_sycophancy_both,502.962,864.193,1,0
GPT4o_sycophancy_both,1472.797,1229.652,0,0
GPT4o_sycophancy_both,819.501,664.529,0,0
GPT4o_sycophancy_both,1670.762,1649.639,1,0
GPT4o_sycophancy_both,1740.779,887.233,1,0
GPT4o_sycophancy_both,485.498,493.773,0,0
GPT4o_sycophancy_both,1474.96,661.427,0,0
GPT4o_sycophancy_both,1388.135,1276.434,1,0
GPT4o_sycophancy_both,672.021,494.602,0,0
GPT4o_sycophancy_both,2705.632,1006.417,0,0
GPT4o_sycophancy_both,477.179,301.489,0,0
GPT4o_sycophancy_both,2013.589,1809.094,0,0
GPT4o_sycophancy_both,2525.553,1148.127,1,0
GPT4o_sycophancy_both,1852.66,1201.421,0,0
GPT4o_sycophancy_both,1494.362,1254.293,1,0
GPT4o_sycophancy_both,968.66,353.827,0,0
GPT4o_sycophancy_both,1066.514,885.236,1,0
GPT4o_sycophancy_both,1389.021,851.636,1,0
GPT4o_sycophancy_both,1892.824,1721.267,1,0
GPT4o_sycophancy_both,1357.486,486.533,1,0
GPT4o_sycophancy_both,1104.466,1179.187,1,0
GPT4o_sycophancy_both,1176.055,517.158,0,0
GPT4o_sycophancy_both,418.932,665.535,1,0
GPT4o_sycophancy_both,1714.844,1013.528,0,0
GPT4o_sycophancy_both,1381.448,1322.263,1,0
GPT4o_sycophancy_both,2749.596,671.193,0,0
GPT4o_sycophancy_both,1818.395,422.185,0,0
GPT4o_sycophancy_both,1799.941,364.55,0,0
GPT4o_sycophancy_both,1830.452,1559.27,1,0
GPT4o_sycophancy_both,1381.308,911.444,0,0
GPT4o_sycophancy_both,923.051,1023.799,1,0
GPT4o_sycophancy_both,566.365,652.821,1,0
GPT4o_sycophancy_both,915.82,786.122,1,0
GPT4o_sycophancy_both,1032.365,505.01,1,0
GPT4o_sycophancy_both,1013.987,447.967,1,0
GPT4o_sycophancy_both,7021.755,1759.802,1,0
GPT4o_sycophancy_both,2580.906,4467.979,1,0
GPT4o_sycophancy_both,612.171,432.095,1,0
GPT4o_sycophancy_both,2294.057,42.447,1,0
GPT4o_sycophancy_both,1778.644,1040.229,0,0
GPT4o_sycophancy_both,2847.861,1674.93,1,0
GPT4o_sycophancy_both,1528.51,1451.321,0,0
GPT4o_sycophancy_both,802.027,778,0,0
GPT4o_sycophancy_both,1351.009,755.533,1,0
GPT4o_sycophancy_both,2028.087,925.439,0,0
GPT4o_sycophancy_both,813.918,775.613,1,0
GPT4o_sycophancy_both,1248.236,1129.115,1,0
GPT4o_sycophancy_both,1853.27,625.867,0,0
GPT4o_sycophancy_both,769.283,469.417,1,0
GPT4o_sycophancy_both,867.114,512.375,0,0
GPT4o_sycophancy_both,1063.869,1522.441,1,0
GPT4o_sycophancy_both,802.223,708.248,0,0
GPT4o_sycophancy_both,755.471,703.292,1,0
GPT4o_sycophancy_both,624.416,389.858,0,0
GPT4o_sycophancy_both,929.684,971.676,0,0
GPT4o_sycophancy_both,1082.519,718.905,0,0
GPT4o_sycophancy_both,1321.133,401.906,0,0
GPT4o_sycophancy_both,1079.901,952.632,1,0
GPT4o_sycophancy_both,700.964,160.618,1,0
GPT4o_sycophancy_both,402.937,445.494,0,0
GPT4o_sycophancy_both,1169.637,677.459,1,0
GPT4o_sycophancy_both,1370.076,1320.647,1,0
GPT4o_sycophancy_both,1325.513,1895.093,1,0
GPT4o_sycophancy_both,2427.916,1425.414,0,0
GPT4o_sycophancy_both,656.423,924.317,0,0
GPT4o_sycophancy_both,1588.391,1599.796,0,0
GPT4o_sycophancy_both,902.591,1211.724,1,0
GPT4o_sycophancy_both,985.987,815.697,0,0
GPT4o_sycophancy_both,1007.333,756.409,0,0
GPT4o_sycophancy_both,1192.169,1421.051,0,0
GPT4o_sycophancy_both,839.926,831.282,0,0
GPT4o_sycophancy_both,1150.227,400.307,1,0
GPT4o_sycophancy_both,1253.897,844.305,0,0
GPT4o_sycophancy_both,1304.327,781.098,1,0
GPT4o_sycophancy_both,1313.503,839.991,1,0
GPT4o_sycophancy_both,544.314,310.433,0,0
GPT4o_sycophancy_both,1607.251,1093.245,1,0
GPT4o_sycophancy_both,1218.552,1751.292,0,0
GPT4o_sycophancy_both,2269.365,879.122,1,0
GPT4o_sycophancy_both,448.137,357.613,0,0
GPT4o_sycophancy_both,1538.59,748.696,0,0
GPT4o_sycophancy_both,1122.492,845.025,0,0
GPT4o_sycophancy_both,2219.633,510.082,0,0
GPT4o_sycophancy_both,615.247,981.517,0,0
GPT4o_sycophancy_both,919.48,515.936,1,0
GPT4o_sycophancy_both,1853.162,1754.825,1,0
GPT4o_sycophancy_both,711.551,399.13,0,0
GPT4o_sycophancy_both,766.341,704.692,1,0
GPT4o_sycophancy_both,2324.977,1795.513,1,0
GPT4o_sycophancy_both,458.081,861.343,1,0
GPT4o_sycophancy_both,2980.107,2222.069,0,0
GPT4o_sycophancy_both,884.803,1799.425,1,0
GPT4o_sycophancy_both,1005.125,439.152,1,0
GPT4o_sycophancy_both,3650.404,1573.794,1,0
GPT4o_sycophancy_both,302.968,276.242,0,0
GPT4o_sycophancy_both,1598.73,1337.432,0,0
GPT4o_sycophancy_both,2720.531,2248.595,0,0
GPT4o_sycophancy_both,399.561,356.059,0,0
GPT4o_sycophancy_both,662.748,191.353,1,0
GPT4o_sycophancy_both,1075.899,677.647,1,0
GPT4o_sycophancy_both,749.934,523.708,0,0
GPT4o_sycophancy_both,2298.632,1612.317,1,0
GPT4o_sycophancy_both,788.14,743.761,1,0
GPT4o_sycophancy_both,1787.721,981.927,0,0
GPT4o_sycophancy_both,817.191,575.597,0,0
GPT4o_sycophancy_both,1173.36,747.349,1,0
GPT4o_sycophancy_both,252.352,208.902,1,0
GPT4o_sycophancy_both,1546.03,1505.697,0,0
GPT4o_sycophancy_both,1843.666,958.66,0,0
GPT4o_sycophancy_both,645.791,248.89,0,0
GPT4o_sycophancy_both,576.111,185.804,0,0
GPT4o_sycophancy_both,1155.534,713.17,1,0
GPT4o_sycophancy_both,543.571,576.23,0,0
GPT4o_sycophancy_both,459.957,411.295,0,0
GPT4o_sycophancy_both,624.358,1072.105,0,0
GPT4o_sycophancy_both,824.394,367.64,0,0
GPT4o_sycophancy_both,1634.829,1342.435,0,0
GPT4o_sycophancy_both,1357.613,812.734,0,0
GPT4o_sycophancy_both,1075.31,374.144,1,0
GPT4o_sycophancy_both,998.185,1104.881,1,0
GPT4o_sycophancy_both,1235.327,883.43,1,0
GPT4o_sycophancy_both,2265.382,659.654,0,0
GPT4o_sycophancy_both,663.372,1230.517,1,0
GPT4o_sycophancy_both,467.862,254.381,0,0
GPT4o_sycophancy_both,2338.008,2456.762,1,0
GPT4o_sycophancy_both,1502.875,838.124,0,0
GPT4o_sycophancy_both,599.589,446.737,1,0
GPT4o_sycophancy_both,1063.357,585.883,0,0
GPT4o_sycophancy_both,1526.575,1925.485,0,0
GPT4o_sycophancy_both,849.591,876.817,0,0
GPT4o_sycophancy_both,738.717,780.203,0,0
GPT4o_sycophancy_both,1241.552,2067.349,0,0
GPT4o_sycophancy_both,926.791,486.873,1,0
GPT4o_sycophancy_both,2243.986,1002.048,0,0
GPT4o_sycophancy_both,819.054,763.57,1,0
GPT4o_sycophancy_both,631.461,1166.137,1,0
GPT4o_sycophancy_both,655.994,264.525,1,0
GPT4o_sycophancy_both,1288.796,986.2,0,0
GPT4o_sycophancy_both,1220.037,1113.353,1,0
GPT4o_sycophancy_both,1977.774,2828.47,0,0
GPT4o_sycophancy_both,1278.831,739.011,0,0
GPT4o_sycophancy_both,941.048,1186.676,1,0
GPT4o_sycophancy_both,1016.921,1004.89,1,0
GPT4o_sycophancy_both,1373.949,1718.672,1,0
GPT4o_sycophancy_both,1745.932,1270.982,0,0
GPT4o_sycophancy_both,1207.708,670.702,1,0
GPT4o_sycophancy_both,1178.842,708.158,0,0
GPT4o_sycophancy_both,1053.747,547.293,0,0
GPT4o_sycophancy_both,1418.924,1348.434,1,0
GPT4o_sycophancy_both,894.761,690.074,1,0
GPT4o_sycophancy_both,1184.012,910.255,0,0
GPT4o_sycophancy_both,641.072,635.651,1,0
GPT4o_sycophancy_both,818.559,714.782,1,0
GPT4o_sycophancy_both,2301.414,908.046,1,0
GPT4o_persuasion,726.962,513.526,1,0
GPT4o_persuasion,921.569,609.614,1,0
GPT4o_persuasion,2164.684,1393.736,1,0
GPT4o_persuasion,1324.281,891.101,0,0
GPT4o_persuasion,753.642,506.962,1,0
GPT4o_persuasion,798.567,734.574,1,0
GPT4o_persuasion,1349.963,1384.913,0,0
GPT4o_persuasion,745.608,555.537,0,0
GPT4o_persuasion,616.797,807.505,1,0
GPT4o_persuasion,2128.901,1408.368,0,0
GPT4o_persuasion,994.175,1047.441,1,0
GPT4o_persuasion,1206.856,1564.548,1,0
GPT4o_persuasion,1502.024,930.967,0,0
GPT4o_persuasion,857.704,326.26,1,0
GPT4o_persuasion,1635.431,912.423,0,0
GPT4o_persuasion,886.38,458.9,0,0
GPT4o_persuasion,479.006,314.799,1,0
GPT4o_persuasion,1663.743,943.456,1,0
GPT4o_persuasion,1048.267,1092.132,0,0
GPT4o_persuasion,1305.411,1210.009,0,0
GPT4o_persuasion,1513.304,1576.401,1,0
GPT4o_persuasion,1429.065,771.235,0,0
GPT4o_persuasion,1051.495,1113.998,0,0
GPT4o_persuasion,1554.085,1407.5,0,0
GPT4o_persuasion,1468.44,716.717,1,0
GPT4o_persuasion,1690.516,613.528,1,0
GPT4o_persuasion,900.529,890.437,0,0
GPT4o_persuasion,1126.367,663.198,0,0
GPT4o_persuasion,2110.849,1383.733,0,0
GPT4o_persuasion,363.699,240.374,0,0
GPT4o_persuasion,836.695,877.876,0,0
GPT4o_persuasion,1270.048,1343.496,1,0
GPT4o_persuasion,1143.875,1156.714,0,0
GPT4o_persuasion,1871.211,1319.839,0,0
GPT4o_persuasion,886.053,441.369,0,0
GPT4o_persuasion,1152.738,312.934,1,0
GPT4o_persuasion,1025.488,865.783,0,0
GPT4o_persuasion,372.362,1409.895,1,0
GPT4o_persuasion,1323.246,1887.584,1,0
GPT4o_persuasion,2136.503,1486.513,0,0
GPT4o_persuasion,646.416,209.345,0,0
GPT4o_persuasion,1185.33,925.066,1,0
GPT4o_persuasion,704.343,394.021,1,0
GPT4o_persuasion,1349.507,746.764,0,0
GPT4o_persuasion,719.577,546.778,0,0
GPT4o_persuasion,265.388,277.757,1,0
GPT4o_persuasion,1344.777,803.669,1,0
GPT4o_persuasion,1461.651,681.855,0,0
GPT4o_persuasion,1533.718,1134.599,1,0
GPT4o_persuasion,1861.278,1294.934,1,0
GPT4o_persuasion,1969.698,1893.333,1,0
GPT4o_persuasion,890.309,960.644,0,0
GPT4o_persuasion,1030.711,532.064,1,0
GPT4o_persuasion,839.629,589.408,1,0
GPT4o_persuasion,2228.975,1480.564,1,0
GPT4o_persuasion,938.251,509.789,0,0
GPT4o_persuasion,882.895,627.411,1,0
GPT4o_persuasion,2665.444,1541.39,0,0
GPT4o_persuasion,1242.873,1364.384,0,0
GPT4o_persuasion,623.389,741.606,0,0
GPT4o_persuasion,1326.135,1038.331,1,0
GPT4o_persuasion,2329.175,1276.575,0,0
GPT4o_persuasion,710.155,517.225,1,0
GPT4o_persuasion,156.911,343.77,1,0
GPT4o_persuasion,1338.258,1372.652,0,0
GPT4o_persuasion,1268.682,515.186,1,0
GPT4o_persuasion,1304.32,2419.525,0,0
GPT4o_persuasion,708.853,1133.176,1,0
GPT4o_persuasion,539.835,810.954,0,0
GPT4o_persuasion,1916.326,1316.938,1,0
GPT4o_persuasion,1337.757,590.404,1,0
GPT4o_persuasion,1934.758,1244.2,1,0
GPT4o_persuasion,446.324,455.717,1,0
GPT4o_persuasion,908.392,819.876,1,0
GPT4o_persuasion,1741.745,545.346,1,0
GPT4o_persuasion,865.037,1331.98,0,0
GPT4o_persuasion,1344.337,1195.197,1,0
GPT4o_persuasion,5066.199,1822.515,0,0
GPT4o_persuasion,1202.462,339.426,1,0
GPT4o_persuasion,509.67,255.362,1,0
GPT4o_persuasion,995.606,641.267,0,0
GPT4o_persuasion,946.05,460.412,1,0
GPT4o_persuasion,904.608,571.123,0,0
GPT4o_persuasion,976.941,1088.077,1,0
GPT4o_persuasion,1447.169,438.995,0,0
GPT4o_persuasion,2021.279,1299.47,1,0
GPT4o_persuasion,601.75,959.726,0,0
GPT4o_persuasion,2635.612,1429.077,0,0
GPT4o_persuasion,1040.353,683.193,0,0
GPT4o_persuasion,470.799,490.239,0,0
GPT4o_persuasion,756.225,551.53,0,0
GPT4o_persuasion,735.113,971.272,1,0
GPT4o_persuasion,426.103,146.383,0,0
GPT4o_persuasion,905.8,778.98,0,0
GPT4o_persuasion,1321.676,690.313,1,0
GPT4o_persuasion,948.255,315.28,1,0
GPT4o_persuasion,370.698,1053.079,0,0
GPT4o_persuasion,335.692,319.381,1,0
GPT4o_persuasion,871.932,245.189,1,0
GPT4o_persuasion,514.728,520.3,0,0
GPT4o_persuasion,480.502,344.465,0,0
GPT4o_persuasion,1037.119,211.024,1,0
GPT4o_persuasion,1662.29,1027.285,0,0
GPT4o_persuasion,1938.35,599.607,0,0
GPT4o_persuasion,681.921,271.058,0,0
GPT4o_persuasion,1168.251,1897.875,0,0
GPT4o_persuasion,661.336,559.489,1,0
GPT4o_persuasion,925.749,1414.298,0,0
GPT4o_persuasion,984.6,656.275,0,0
GPT4o_persuasion,905.483,708.43,0,0
GPT4o_persuasion,605.545,210.363,0,0
GPT4o_persuasion,2334.857,2091.933,0,0
GPT4o_persuasion,1650.81,1471.01,0,0
GPT4o_persuasion,1092.144,877.593,0,0
GPT4o_persuasion,910.923,858.324,1,0
GPT4o_persuasion,1145.074,1345.5,1,0
GPT4o_persuasion,1045.374,1031.582,0,0
GPT4o_persuasion,849.821,768.16,0,0
GPT4o_persuasion,578.097,515.861,1,0
GPT4o_persuasion,509.859,550.96,1,0
GPT4o_persuasion,921.063,478.228,1,0
GPT4o_persuasion,1216.188,652.314,0,0
GPT4o_persuasion,903.687,273.854,1,0
GPT4o_persuasion,3115.076,1084.8,0,0
GPT4o_persuasion,1842.257,1098.125,1,0
GPT4o_persuasion,1575.529,559.034,0,0
GPT4o_persuasion,1276.331,812.164,1,0
GPT4o_persuasion,1607.799,2276.409,0,0
GPT4o_persuasion,1663.674,NaN,0,0
GPT4o_persuasion,706.776,400.238,0,0
GPT4o_persuasion,787.97,542.905,1,0
GPT4o_persuasion,1636.515,1627.213,0,0
GPT4o_persuasion,923.461,339.904,1,0
GPT4o_persuasion,1518.016,1532.388,0,0
GPT4o_persuasion,616.861,531.838,0,0
GPT4o_persuasion,1003.386,440.58,0,0
GPT4o_persuasion,615.969,442.35,1,0
GPT4o_persuasion,1305.705,369.225,1,0
GPT4o_persuasion,1154.234,384.115,1,0
GPT4o_persuasion,1483.756,1286.358,1,0
GPT4o_persuasion,1612.575,347.483,0,0
GPT4o_persuasion,965.198,845.431,0,0
GPT4o_persuasion,1213.023,1782.211,0,0
GPT4o_persuasion,634.561,482.403,1,0
GPT4o_persuasion,650.019,482.084,1,0
GPT4o_persuasion,1018.662,575.88,0,0
GPT4o_persuasion,3050.612,1114.538,1,0
GPT4o_persuasion,1683.184,2881.865,1,0
GPT4o_persuasion,1799.608,1248.971,1,0
GPT4o_persuasion,742.619,873.564,0,0
GPT4o_persuasion,1163.822,1213.934,0,0
GPT4o_persuasion,2501.853,2476.238,1,0
GPT4o_persuasion,2218.153,672.043,0,0
GPT4o_persuasion,1108.167,1035.591,0,0
GPT4o_persuasion,2283.252,1608.801,0,0
GPT4o_persuasion,1704.328,976.113,0,0
GPT4o_persuasion,1714.193,1435.495,0,0
GPT4o_persuasion,852.22,993.003,1,0
GPT4o_persuasion,1729.379,1338.543,0,0
GPT4o_persuasion,1980.875,1345.537,0,0
GPT4o_persuasion,1171.886,672.031,1,0
GPT4o_persuasion,1162.004,875.455,0,0
GPT4o_persuasion,145.143,101.48,1,0
GPT4o_persuasion,1127.519,914.631,1,0
GPT4o_persuasion,1065.594,954.734,0,0
GPT4o_persuasion,2369.618,1582.701,1,0
GPT4o_persuasion,825.548,550.324,1,0
GPT4o_persuasion,832.194,935.456,1,0
GPT4o_persuasion,1049.474,871.85,0,0
GPT4o_persuasion,490.645,215.196,1,0
GPT4o_persuasion,748.224,979.355,0,0
GPT4o_persuasion,939.99,1164.612,0,0
GPT4o_persuasion,1204.164,1167.506,1,0
GPT4o_persuasion,1139.603,805.837,1,0
GPT4o_persuasion,1312.199,955.787,1,0
GPT4o_persuasion,1415.654,1017.14,1,0
GPT4o_persuasion,1160.147,1006.226,0,0
GPT4o_persuasion,1311.514,1243.631,1,0
GPT4o_persuasion,938.857,697.758,0,0
GPT4o_persuasion,2321.062,644.957,0,0
GPT4o_persuasion,1473.587,513.184,1,0
GPT4o_persuasion,2404.967,1888.598,0,0
GPT4o_persuasion,710.027,493.162,0,0
GPT4o_persuasion,468.686,399.902,0,0
GPT4o_persuasion,2765.846,1287.939,0,0
GPT4o_persuasion,569.441,668.422,0,0
GPT4o_persuasion,2130.223,1100.903,0,0
GPT4o_persuasion,426.003,263.916,0,0
GPT4o_persuasion,1154.351,1130.458,1,0
GPT4o_persuasion,1597.935,339.899,1,0
GPT4o_persuasion,881.748,349.715,0,0
GPT4o_persuasion,1069.307,692.042,1,0
GPT4o_persuasion,644.303,941.072,1,0
GPT4o_persuasion,1964.003,732.084,1,0
GPT4o_persuasion,1278.025,699.658,0,0
GPT4o_persuasion,967.348,207.074,0,0
GPT4o_persuasion,196.471,104.973,0,0
GPT4o_persuasion,784.083,1386.244,1,0
GPT4o_persuasion,805.345,409.287,1,0
GPT4o_persuasion,1820.728,1420.767,0,0
GPT4o_persuasion,992.502,628.241,0,0
GPT4o_persuasion,1089.13,1158.139,1,0
GPT4o_persuasion,1243.902,1296.004,1,0
GPT4o_persuasion,1308.059,1047.144,0,0
GPT4o_persuasion,844.071,2863.698,1,0
GPT4o_persuasion,4108.084,1210.017,0,0
GPT4o_persuasion,776.513,783.567,1,0
GPT4o_persuasion,2490.479,1005.29,0,0
GPT4o_persuasion,1355.316,1107.222,0,0
GPT4o_persuasion,1268.348,1049.805,1,0
GPT4o_persuasion,835.4,623.544,1,0
GPT4o_persuasion,1484.071,1824.279,1,0
GPT4o_persuasion,258.095,274.284,1,0
GPT4o_persuasion,1213.558,1038.504,0,0
GPT4o_persuasion,2796.589,1591.632,0,0
GPT4o_persuasion,1403.692,1063.244,1,0
GPT4o_persuasion,464.839,58.183,0,0
GPT4o_persuasion,884.348,646.129,1,0
GPT4o_persuasion,2281.89,1683.028,0,0
GPT4o_persuasion,536.161,229.241,0,0
GPT4o_persuasion,1214.226,2074.313,1,0
GPT4o_persuasion,451.635,605.254,1,0
GPT4o_persuasion,623.516,387.676,1,0
GPT4o_persuasion,1311.489,1728.306,0,0
GPT4o_persuasion,1030.133,854.642,1,0
GPT4o_persuasion,1044.091,344.443,1,0
GPT4o_persuasion,447.463,233.922,0,0
GPT4o_persuasion,680.983,852.957,1,0
GPT4o_persuasion,768.812,473.196,0,0
GPT4o_persuasion,743.557,452.546,0,0
GPT4o_persuasion,885.307,845.043,0,0
GPT4o_persuasion,996.91,803.232,1,0
GPT4o_persuasion,744.846,629.628,0,0
GPT4o_persuasion,482.986,103.52,0,0
GPT4o_persuasion,1635.8,1380.254,1,0
GPT4o_persuasion,1186.548,1018.741,0,0
GPT4o_persuasion,1705.769,1223.323,1,0
GPT4o_persuasion,1112.912,1351.671,0,0
GPT4o_persuasion,1176.619,881.246,1,0
GPT4o_persuasion,5170.575,2849.791,0,0
GPT4o_persuasion,1070.262,342.882,1,0
GPT4o_persuasion,902.346,405.87,1,0
GPT4o_persuasion,964.432,1218.084,1,0
GPT4o_persuasion,2455.64,1246.522,1,0
GPT4o_persuasion,1182.747,798.593,0,0
GPT4o_persuasion,1605.193,1358.149,1,0
GPT4o_persuasion,578.099,519.104,0,0
GPT4o_persuasion,652.794,869.32,1,0
GPT4o_persuasion,768.71,289.77,0,0
GPT4o_persuasion,695.022,312.178,0,0
GPT4o_persuasion,2280.969,1096.122,1,0
GPT4o_persuasion,1997.618,1484.294,1,0
GPT4o_persuasion,999.139,708.356,0,0
GPT4o_persuasion,1389.423,802.683,1,0
GPT4o_persuasion,1231.497,260.756,0,0
GPT4o_persuasion,1820.689,611.021,1,0
GPT4o_persuasion,587.908,1128.63,0,0
GPT4o_persuasion,927.117,404.153,0,0
GPT4o_persuasion,1831.685,491.934,0,0
GPT4o_persuasion,974.259,597.814,0,0
GPT4o_persuasion,1207.546,818.973,1,0
GPT4o_persuasion,2400.799,445.907,1,0
GPT4o_persuasion,927.891,543.392,0,0
GPT4o_persuasion,1061.304,636.428,1,0
GPT4o_persuasion,1238.548,759.544,0,0
GPT4o_persuasion,1458.956,720.416,1,0
GPT4o_persuasion,1519.824,604.85,1,0
GPT4o_persuasion,1574.652,1369.763,0,0
GPT4o_persuasion,429.963,541.782,0,0
GPT4o_persuasion,617.726,489.766,0,0
GPT4o_persuasion,421.406,319.557,1,0
GPT4o_persuasion,918.204,779.517,1,0
GPT4o_persuasion,1108.544,1806.805,1,0
GPT4o_persuasion,900.225,347.309,0,0
GPT4o_persuasion,1145.35,1337.9,0,0
GPT4o_persuasion,943.942,1688.173,0,0
GPT4o_persuasion,667.833,681.304,0,0
GPT4o_persuasion,1268.456,688.588,1,0
GPT4o_persuasion,1152.353,439.146,0,0
GPT4o_persuasion,1023.47,996.566,0,0
GPT4o_persuasion,2179.504,463.261,0,0
GPT4o_persuasion,1248.109,578.405,0,0
GPT4o_persuasion,1457.189,1481.755,0,0
GPT4o_persuasion,818.781,882.104,0,0
GPT4o_persuasion,981.327,560.163,0,0
GPT4o_persuasion,1458.522,517.081,0,0
GPT4o_persuasion,2392.909,1446.625,1,0
GPT4o_persuasion,436.531,255.142,1,0
GPT4o_persuasion,1550.643,2426.446,1,0
GPT4o_persuasion,1141.869,664.823,0,0
GPT4o_persuasion,756.591,363.774,0,0
GPT4o_persuasion,1353.277,1550.282,0,0
GPT4o_persuasion,916.017,484.918,1,0
GPT4o_persuasion,2595.387,1610.093,1,0
GPT4o_persuasion,1627.928,1834.544,1,0
GPT4o_persuasion,1012.265,1033.212,1,0
GPT4o_persuasion,794.348,884.064,0,0
GPT4o_persuasion,1127.335,1256.453,0,0
GPT4o_persuasion,989.593,797.335,1,0
GPT4o_persuasion,1347.958,1685.988,1,0
GPT4o_persuasion,2810.482,621.916,1,0
GPT4o_persuasion,664.303,560.55,0,0
GPT4o_persuasion,1792.452,1161.959,0,0
GPT4o_persuasion,671.864,522.563,1,0
GPT4o_persuasion,731.717,393.02,1,0
GPT4o_persuasion,1177.34,800.843,1,0
GPT4o_persuasion,812.378,293.57,0,0
GPT4o_persuasion,1475.732,1062.842,0,0
GPT4o_persuasion,646.558,689.277,0,0
GPT4o_persuasion,1233.559,704.091,0,0
GPT4o_persuasion,1136.93,815.096,0,0
GPT4o_persuasion,893.19,771.009,0,0
GPT4o_persuasion,1636.021,352.494,0,0
GPT4o_persuasion,560.921,670.305,0,0
GPT4o_persuasion,1093.954,942.549,1,0
GPT4o_persuasion,2053.48,1766.298,0,0
GPT4o_persuasion,1509.673,644.658,1,0
GPT4o_persuasion,4238.809,3738.037,1,0
GPT4o_persuasion,1005.503,876.087,0,0
GPT4o_persuasion,346.214,259.105,0,0
GPT4o_persuasion,894.163,558.954,1,0
GPT4o_persuasion,1580.152,1399.231,0,0
GPT4o_persuasion,856.832,760.455,0,0
GPT4o_persuasion,761.621,391.689,1,0
GPT4o_persuasion,1055.643,994.212,1,0
GPT4o_persuasion,2189.076,1440.739,1,0
GPT4o_persuasion,727.588,606.987,1,0
GPT4o_persuasion,1758.156,657.864,0,0
GPT4o_persuasion,806.764,360.968,1,0
GPT4o_persuasion,1445.729,940.456,1,0
GPT4o_persuasion,614.235,313.82,1,0
GPT4o_persuasion,2195.726,893.329,0,0
GPT4o_persuasion,1324.855,1315.656,0,0
GPT4o_persuasion,1902.968,1926.574,0,0
GPT4o_persuasion,2382.461,2461.114,0,0
GPT4o_persuasion,527.141,272.057,1,0
GPT4o_persuasion,1024.163,967.529,1,0
GPT4o_persuasion,228.399,202.674,0,0
GPT4o_persuasion,1056.825,951.076,1,0
GPT4o_persuasion,847.076,2758.671,0,0
GPT4o_persuasion,436.756,344.13,0,0
GPT4o_persuasion,2117.725,1579.384,1,0
GPT4o_persuasion,1694.665,1253.887,1,0
GPT4o_persuasion,1157.784,729.963,1,0
GPT4o_persuasion,336.855,288.415,0,0
GPT4o_persuasion,757.263,686.594,0,0
GPT4o_persuasion,2006.131,800.269,0,0
GPT4o_persuasion,1027.453,907.747,0,0
GPT4o_persuasion,485.814,620.288,1,0
GPT4o_persuasion,591.676,303.173,0,0
GPT4o_persuasion,670.825,957.426,1,0
GPT4o_persuasion,620.963,186.305,1,0
GPT4o_persuasion,555.481,866.187,0,0
GPT4o_persuasion,6861.277,301.595,0,0
GPT4o_persuasion,958.182,632.49,0,0
GPT4o_persuasion,566.496,626.759,1,0
GPT4o_persuasion,1118.311,681.173,0,0
GPT4o_persuasion,972.399,288.319,1,0
GPT4o_persuasion,368.471,249.121,1,0
GPT4o_persuasion,1077.45,820.868,1,0
GPT4o_persuasion,789.828,661.923,1,0
GPT4o_persuasion,4503.317,4395.725,0,0
GPT4o_persuasion,2522.108,937.319,1,0
GPT4o_persuasion,1866.636,438.418,0,0
GPT4o_persuasion,581.966,228.149,1,0
GPT4o_persuasion,1190.16,895.13,1,0
GPT4o_persuasion,1431.711,546.045,0,0
GPT4o_persuasion,416.522,460.051,0,0
GPT4o_persuasion,1957.403,1693.44,0,0
GPT4o_persuasion,1080.698,1200.964,1,0
GPT4o_persuasion,1531.55,1218.281,1,0
GPT4o_persuasion,834.744,291.4,0,0
GPT4o_persuasion,1096.304,883.443,1,0
GPT4o_persuasion,791.568,975.147,1,0
GPT4o_persuasion,2127.737,2323.742,0,0
GPT4o_persuasion,787.644,581.924,1,0
GPT4o_persuasion,1332.847,507.603,0,0
GPT4o_persuasion,1272.717,261.913,0,0
GPT4o_persuasion,1352.348,1026.429,1,0
GPT4o_persuasion,4143.726,1477.782,0,0
GPT4o_persuasion,2104.729,994.807,1,0
GPT4o_persuasion,1089.526,1190.099,0,0
GPT4o_persuasion,3093.38,2143.141,1,0
GPT4o_persuasion,816.986,588.393,1,0
GPT4o_persuasion,1584.049,1552.567,1,0
GPT4o_persuasion,960.603,869.927,0,0
GPT4o_persuasion,1311.372,232.105,1,0
GPT4o_persuasion,1200.396,821.299,0,0
GPT4o_persuasion,1636.488,2380.58,1,0
GPT4o_persuasion,1542.261,1660.286,1,0
GPT4o_persuasion,896.145,597.979,0,0
GPT4o_persuasion,1052.411,906.066,1,0
GPT4o_persuasion,338.447,126.897,0,0
GPT4o_persuasion,1827.08,1560.859,0,0
GPT4o_persuasion,1359.106,446.482,0,0
GPT4o_persuasion,1904.926,1663.292,0,0
GPT4o_persuasion,773.414,391.731,1,0
GPT4o_persuasion,714.438,325.128,0,0
